order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,big_product_category_name
2804b32d150c753fbd49da4d9c0c3158,5d86d96c2e0dcf2821a9f5b082e8bcc9,delivered,2017-04-11 14:17:17,2017-04-11 14:30:07,2017-04-13 09:35:44,2017-04-20 14:45:04,2017-05-09 00:00:00,2,060cb19345d90064d1015407193c233d,8581055ce74af1daba164fdbd55a40de,2017-04-17 14:30:07,147.9,24.15,automotivo,49.0,608.0,1.0,7150.0,65.0,10.0,65.0,appliances
6a022aedc6fb8597eddd4b1ed70d14f7,97a1a7d434c0aec55e81662dcc0779be,delivered,2017-05-18 12:42:52,2017-05-18 13:10:25,2017-05-19 13:07:24,2017-06-06 05:23:30,2017-05-31 00:00:00,1,060cb19345d90064d1015407193c233d,8581055ce74af1daba164fdbd55a40de,2017-05-24 13:10:25,147.9,14.41,automotivo,49.0,608.0,1.0,7150.0,65.0,10.0,65.0,appliances
68f990d7575ee4ce6070c8816664910c,5e4fd80186282f6f16f454b24fed62e6,delivered,2017-05-24 14:37:44,2017-05-24 14:45:15,2017-05-26 10:03:31,2017-06-08 06:54:57,2017-06-16 00:00:00,1,060cb19345d90064d1015407193c233d,8581055ce74af1daba164fdbd55a40de,2017-05-30 14:45:15,147.9,27.36,automotivo,49.0,608.0,1.0,7150.0,65.0,10.0,65.0,appliances
f31cf521d461f5b8b5b1456a0448495e,7d9fd47eeb21776ed93f070d71499e0a,delivered,2017-05-28 15:50:05,2017-05-29 21:45:10,2017-05-31 09:07:45,2017-06-07 11:51:24,2017-06-21 00:00:00,1,060cb19345d90064d1015407193c233d,8581055ce74af1daba164fdbd55a40de,2017-06-04 21:45:10,147.9,21.27,automotivo,49.0,608.0,1.0,7150.0,65.0,10.0,65.0,appliances
cd747ef99d8317de4ea4eda3de915865,2c9e52bb3f721f18122e80a7157915c0,delivered,2017-04-09 03:39:55,2017-04-09 03:50:13,2017-04-11 09:02:14,2017-04-18 11:56:34,2017-05-02 00:00:00,1,060cb19345d90064d1015407193c233d,8581055ce74af1daba164fdbd55a40de,2017-04-13 03:50:13,147.9,18.33,automotivo,49.0,608.0,1.0,7150.0,65.0,10.0,65.0,appliances
a7b52792324a5d54d8eb0277ab1f671c,9f90ffeadb14dced29a638b80900d38b,delivered,2017-06-29 08:13:00,2017-06-30 02:45:14,2017-06-30 14:10:15,2017-07-04 17:29:39,2017-07-12 00:00:00,1,060cb19345d90064d1015407193c233d,8581055ce74af1daba164fdbd55a40de,2017-07-06 02:45:14,147.9,15.79,automotivo,49.0,608.0,1.0,7150.0,65.0,10.0,65.0,appliances
d367a93b215e8828942054fc3799c834,0b990a3550b758bda642b10c7ff76cf0,delivered,2017-05-19 19:04:14,2017-05-19 19:25:23,2017-05-23 12:35:32,2017-05-24 06:51:23,2017-06-01 00:00:00,1,060cb19345d90064d1015407193c233d,8581055ce74af1daba164fdbd55a40de,2017-05-25 19:25:23,147.9,15.79,automotivo,49.0,608.0,1.0,7150.0,65.0,10.0,65.0,appliances
136cce7faa42fdb2cefd53fdc79a6098,ed0271e0b7da060a393796590e7b737a,invoiced,2017-04-11 12:22:08,2017-04-13 13:25:17,,,2017-05-09 00:00:00,1,a1804276d9941ac0733cfd409f5206eb,dc8798cbf453b7e0f98745e396cc5616,2017-04-19 13:25:17,49.9,16.05,,,,,600.0,35.0,35.0,15.0,No_category
6514b8ad8028c9f2cc2374ded245783f,9bdf08b4b3b52b5526ff42d37d47f222,delivered,2017-05-16 13:10:30,2017-05-16 13:22:11,2017-05-22 10:07:46,2017-05-26 12:55:51,2017-06-07 00:00:00,1,4520766ec412348b8d4caa5e8a18c464,16090f2ca825584b5a147ab24aa30c86,2017-05-22 13:22:11,59.99,15.17,automotivo,59.0,956.0,1.0,50.0,16.0,16.0,17.0,appliances
385bb289e781db00c52902ecdf39620a,ba4e7a88dd83c84703ffe3aacb94f79a,delivered,2017-06-05 12:20:45,2017-06-06 07:33:17,2017-06-12 14:52:05,2017-06-19 14:48:53,2017-06-28 00:00:00,1,4520766ec412348b8d4caa5e8a18c464,16090f2ca825584b5a147ab24aa30c86,2017-06-12 07:33:17,50.0,15.1,automotivo,59.0,956.0,1.0,50.0,16.0,16.0,17.0,appliances
