order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,big_product_category_name
40c5e18f7d112b59b3e5113a59a905b3,67407057a7d5ee17d1cd09523f484d13,delivered,2018-06-11 10:25:52,2018-06-11 10:58:32,2018-06-14 13:03:00,2018-06-19 00:31:13,2018-07-16 00:00:00,1,595fac2a385ac33a80bd5114aec74eb8,ef0ace09169ac090589d85746e3e036f,2018-06-15 10:58:32,119.9,8.78,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,chandlery
cbc1313784eb82530ebe4cfe63900601,c37e82d43dfbaaf6fc5f7d4afae8a197,delivered,2018-06-11 21:42:58,2018-06-13 02:18:46,2018-06-13 14:46:00,2018-06-18 21:43:36,2018-06-28 00:00:00,1,595fac2a385ac33a80bd5114aec74eb8,289cdb325fb7e7f891c38608bf9e0962,2018-06-15 02:18:46,118.9,15.93,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,chandlery
72adf8902a7ccd9b21ba70c84f2d53c4,79cb6eaafbdbcb9d443dd5ebd01e016c,delivered,2018-06-06 22:20:23,2018-06-08 02:56:12,2018-06-14 12:42:00,2018-06-22 20:35:28,2018-07-17 00:00:00,1,595fac2a385ac33a80bd5114aec74eb8,ef0ace09169ac090589d85746e3e036f,2018-06-18 02:56:12,119.9,18.72,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,chandlery
50c40cfcbb6ce3fca8d6f93698f41927,f27c88ecfbccedc0127c008cf5b2da0f,delivered,2018-06-09 09:30:43,2018-06-09 09:52:04,2018-06-14 12:42:00,2018-06-18 23:41:43,2018-07-04 00:00:00,1,595fac2a385ac33a80bd5114aec74eb8,ef0ace09169ac090589d85746e3e036f,2018-06-14 09:52:04,119.9,15.72,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,chandlery
539e4c852e657b3cdf03f83c371853b1,2ca8f68dd5c950c950a65257118cd1dd,delivered,2018-06-20 19:05:30,2018-06-20 19:19:19,2018-06-25 12:44:00,2018-07-03 20:51:57,2018-07-23 00:00:00,1,595fac2a385ac33a80bd5114aec74eb8,ef0ace09169ac090589d85746e3e036f,2018-06-26 19:19:19,118.8,23.55,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,chandlery
549d30fc0378a3645167a900c9ece399,14d40d1040dcfb5db5d4cbc12250c76f,delivered,2018-06-12 09:05:48,2018-06-12 09:18:58,2018-06-12 14:59:00,2018-06-19 14:38:34,2018-07-11 00:00:00,1,595fac2a385ac33a80bd5114aec74eb8,289cdb325fb7e7f891c38608bf9e0962,2018-06-14 09:18:30,118.9,22.76,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,chandlery
e2861ca80cc6969b2aa1e179dd7ca698,a69615e712681532c7abc08e695b466f,delivered,2018-06-03 19:08:43,2018-06-03 19:29:20,2018-06-05 07:24:00,2018-06-06 18:42:20,2018-06-20 00:00:00,1,595fac2a385ac33a80bd5114aec74eb8,1c40343cc5d18c2d8248ac2f3366de34,2018-06-07 19:29:20,118.5,8.01,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,chandlery
70b552ddd260593a445a635431384e35,42e503e49de01ed4aec2e7f0bab4b618,delivered,2018-06-11 20:29:45,2018-06-11 20:59:33,2018-06-12 14:59:00,2018-06-14 21:23:56,2018-06-28 00:00:00,2,595fac2a385ac33a80bd5114aec74eb8,289cdb325fb7e7f891c38608bf9e0962,2018-06-13 20:59:33,118.9,5.07,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,chandlery
dcc18c1162f298e794595e33e3822f91,109bcee36cb1e7470c1c23f6e0199996,delivered,2018-06-25 11:42:22,2018-06-25 11:58:11,2018-06-26 14:52:00,2018-06-29 23:26:46,2018-07-16 00:00:00,1,595fac2a385ac33a80bd5114aec74eb8,289cdb325fb7e7f891c38608bf9e0962,2018-06-27 11:58:11,118.7,15.93,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,chandlery
ae4e0cbfa9ba0080cd373da8827352a5,eacfda830d840277dee29c60e86c7157,delivered,2018-06-08 13:01:51,2018-06-08 13:16:23,2018-06-14 12:42:00,2018-06-22 20:48:26,2018-07-04 00:00:00,1,595fac2a385ac33a80bd5114aec74eb8,ef0ace09169ac090589d85746e3e036f,2018-06-14 13:16:23,119.9,18.72,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,chandlery
